Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2017-03-06T16:30:00Z,TYD,35.785865435,357547455,Market,Filled,12795145111.257,Warning: No quote information available at 03/03/2017 16:00:00 America/New_York, order filled using TradeBar data 
2017-06-30T15:30:00Z,TMF,190.41447816,-79071580,Market,Filled,-15056373642.987,Warning: No quote information available at 06/30/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-06-30T15:30:00Z,TYD,38.832207547,-357547455,Market,Filled,-13884356980.462,Warning: No quote information available at 06/29/2017 16:00:00 America/New_York, order filled using TradeBar data 
2017-06-30T15:30:00Z,SPY,215.889897003,144755755,Market,Filled,31251305037.542,Warning: No quote information available at 06/30/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-06T15:30:00Z,TMF,0,83971528,Market,Invalid,0, 
2017-07-06T15:30:00Z,TYD,0,403874616,Market,Invalid,0, 
2017-07-06T15:30:00Z,SPY,215.300838621,-144755755,Market,Filled,-31166035446.716,Warning: No quote information available at 07/06/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-07T15:30:00Z,TMF,181.51575672,85243106,Market,Filled,15472966890.753,Warning: No quote information available at 07/07/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-07T15:30:00Z,TYD,37.655211731,410884486,Market,Filled,15471942317.313,Warning: No quote information available at 07/07/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-04T15:30:00Z,TMF,189.3248388,-85243106,Market,Filled,-16138637302.261,Warning: No quote information available at 08/04/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-08-04T15:30:00Z,TYD,39.083184596,-410884486,Market,Filled,-16058674213.971,Warning: No quote information available at 08/04/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-04T15:30:00Z,SPY,220.736240964,155685404,Market,Filled,34365410851.922,Warning: No quote information available at 08/04/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-27T15:30:00Z,TYD,0,506980483,Market,Invalid,0, 
2017-10-27T15:30:00Z,TMF,182.78700264,104447917,Market,Filled,19091721680.422,Warning: No quote information available at 10/27/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-27T15:30:00Z,SPY,230.44668332,-155685404,Market,Filled,-35877184993.134,Warning: No quote information available at 10/27/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-10-30T15:30:00Z,TYD,37.940806304,515455882,Market,Filled,19556811777.219,Warning: No quote information available at 10/27/2017 16:00:00 America/New_York, order filled using TradeBar data 
2018-01-12T16:30:00Z,TMF,189.4669088,-104447917,Market,Filled,-19789423964.589,Warning: No quote information available at 01/12/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-01-12T16:30:00Z,TYD,37.135948871,-515455882,Market,Filled,-19141943279.208,Warning: No quote information available at 01/11/2018 16:00:00 America/New_York, order filled using TradeBar data 
2018-01-12T16:30:00Z,SPY,250.285312704,177620740,Market,Filled,44455862453.616,Warning: No quote information available at 01/12/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-02T16:30:00Z,TMF,0,134959093,Market,Invalid,0, 
2018-02-02T16:30:00Z,TYD,0,657253894,Market,Invalid,0, 
2018-02-02T16:30:00Z,SPY,251.808913952,-177620740,Market,Filled,-44726485634.751,Warning: No quote information available at 02/02/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-05T16:30:00Z,TMF,165.05482632,136047481,Market,Filled,22455293347.729,Warning: No quote information available at 02/05/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-02-05T16:30:00Z,TYD,34.825229144,644753416,Market,Filled,22453685453.577,Warning: No quote information available at 02/02/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-02T16:30:00Z,TMF,163.5062987,-136047481,Market,Filled,-22244620065.769,Warning: No quote information available at 03/02/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-03-02T16:30:00Z,TYD,34.70406781,-644753416,Market,Filled,-22375566269.593,Warning: No quote information available at 03/02/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-03-02T16:30:00Z,SPY,239.782381024,180030040,Market,Filled,43168031647.046,Warning: No quote information available at 03/02/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-03-23T15:30:00Z,TMF,0,127017105,Market,Invalid,0, 
2018-03-23T15:30:00Z,TYD,0,612861633,Market,Invalid,0, 
2018-03-23T15:30:00Z,SPY,239.41479355,-180030040,Market,Filled,-43101854859.398,Warning: No quote information available at 03/23/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-03-26T15:30:00Z,TMF,171.25427033,122058421,Market,Filled,20903025825.987,Warning: No quote information available at 03/26/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-03-26T15:30:00Z,TYD,34.999255095,597199466,Market,Filled,20901536453.132,Warning: No quote information available at 03/22/2018 16:00:00 America/New_York, order filled using TradeBar data 
2018-10-12T15:30:00Z,TMF,148.47042382,-122058421,Market,Filled,-18122065496.67,Warning: No quote information available at 10/12/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-12T15:30:00Z,TYD,33.720752008,-597199466,Market,Filled,-20138015092.296,Warning: No quote information available at 10/12/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-12T15:30:00Z,SPY,252.192054083,167485861,Market,Filled,42238603315.45,Warning: No quote information available at 10/12/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-24T15:30:00Z,TMF,0,135448553,Market,Invalid,0, 
2018-10-24T15:30:00Z,TYD,0,595843326,Market,Invalid,0, 
2018-10-24T15:30:00Z,SPY,248.008795209,-167485861,Market,Filled,-41537966601.152,Warning: No quote information available at 10/24/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-25T15:30:00Z,TMF,148.6545161,131829631,Market,Filled,19597070003.947,Warning: No quote information available at 10/25/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-25T15:30:00Z,TYD,34.113259468,574428764,Market,Filled,19595637472.215,Warning: No quote information available at 10/25/2018 10:00:00 America/New_York, order filled using TradeBar data 
2019-01-18T16:30:00Z,TMF,170.2469752,-131829631,Market,Filled,-22443595919.482,Warning: No quote information available at 01/18/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-01-18T16:30:00Z,TYD,37.401599744,-574428764,Market,Filled,-21484554712.569,Warning: No quote information available at 01/18/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-01-18T16:30:00Z,SPY,244.037096678,165653120,Market,Filled,40425506460.452,Warning: No quote information available at 01/18/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-06-24T15:30:00Z,TYD,0,609382621,Market,Invalid,0, 
2019-06-24T15:30:00Z,TMF,230.73083355,117220025,Market,Filled,27046274077.002,Warning: No quote information available at 06/24/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-06-24T15:30:00Z,SPY,272.786059455,-165653120,Market,Filled,-45187861841.226,Warning: No quote information available at 06/24/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-06-25T15:30:00Z,TYD,44.80727384,598031689,Market,Filled,26796169654.021,Warning: No quote information available at 06/25/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-06T15:30:00Z,TMF,302.29436873,-117220025,Market,Filled,-35434953459.89,Warning: No quote information available at 09/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-06T15:30:00Z,TYD,48.89501652,-598031689,Market,Filled,-29240769313.139,Warning: No quote information available at 09/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-06T15:30:00Z,SPY,276.699031245,236591345,Market,Filled,65464595962.452,Warning: No quote information available at 09/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-11T15:30:00Z,TYD,0,697444768,Market,Invalid,0, 
2019-09-11T15:30:00Z,TMF,275.76098558,118833325,Market,Filled,32769594821.748,Warning: No quote information available at 09/11/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-11T15:30:00Z,SPY,277.30174017,-236591345,Market,Filled,-65607191677.661,Warning: No quote information available at 09/11/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-12T15:30:00Z,TYD,46.93886498,705729581,Market,Filled,33126145514.951,Warning: No quote information available at 09/12/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-11-01T15:30:00Z,TMF,270.70706286,-118833325,Market,Filled,-32169020380.638,Warning: No quote information available at 11/01/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-11-01T15:30:00Z,TYD,47.267376189,-705729581,Market,Filled,-33357985592.832,Warning: No quote information available at 11/01/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-11-01T15:30:00Z,SPY,284.692762186,239319700,Market,Filled,68132586438.525,Warning: No quote information available at 11/01/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-11-05T16:30:00Z,TMF,0,138215050,Market,Invalid,0, 
2019-11-05T16:30:00Z,TYD,0,758019724,Market,Invalid,0, 
2019-11-05T16:30:00Z,SPY,285.894429823,-239319700,Market,Filled,-68420169176.911,Warning: No quote information available at 11/05/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-11-06T16:30:00Z,TMF,256.80790629,134035190,Market,Filled,34421296513.082,Warning: No quote information available at 11/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-11-06T16:30:00Z,TYD,46.107440577,746504997,Market,Filled,34419434789.611,Warning: No quote information available at 11/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-12-06T16:30:00Z,TMF,259.51311126,-134035190,Market,Filled,-34783889175.225,Warning: No quote information available at 12/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-12-06T16:30:00Z,TYD,45.597771899,-746504997,Market,Filled,-34038964574.67,Warning: No quote information available at 12/06/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-12-06T16:30:00Z,SPY,293.355947476,243418891,Market,Filled,71408379402.862,Warning: No quote information available at 12/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2020-02-04T16:30:00Z,TYD,0,901074945,Market,Invalid,0, 
2020-02-04T16:30:00Z,TMF,286.26896016,152279609,Market,Filled,43592925322.001,Warning: No quote information available at 02/04/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-02-04T16:30:00Z,SPY,307.950527644,-243418891,Market,Filled,-74960975921.967,Warning: No quote information available at 02/04/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-02-05T16:30:00Z,TYD,47.95118742456,907864305,Market,Filled,43533171445.123,Warning: No quote information available at 02/05/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-05-01T15:30:00Z,TMF,406.92802272,-152279609,Market,Filled,-61966840190.945,Warning: No quote information available at 05/01/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-05-01T15:30:00Z,TYD,59.55576144,-907864305,Market,Filled,-54068549968.471,Warning: No quote information available at 05/01/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-05-01T15:30:00Z,SPY,268.43360864,366026067,Market,Filled,98253698021.116,Warning: No quote information available at 05/01/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-08-11T15:30:00Z,TYD,0,1197472625,Market,Invalid,0, 
2020-08-11T15:30:00Z,TMF,400.65173876,179267540,Market,Filled,71823851604.228,Warning: No quote information available at 08/11/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-08-11T15:30:00Z,SPY,318.38754546,-366026067,Market,Filled,-116538141046.51,Warning: No quote information available at 08/11/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-08-12T15:30:00Z,TYD,59.607771356,1198527118,Market,Filled,71441530413.71,Warning: No quote information available at 08/12/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-09-11T15:30:00Z,TMF,383.1343492,-179267540,Market,Filled,-68683552270.585,Warning: No quote information available at 09/11/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-09-11T15:30:00Z,TYD,60.0317844,-1198527118,Market,Filled,-71949721545.329,Warning: No quote information available at 09/11/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-09-11T15:30:00Z,SPY,317.413420488,448356905,Market,Filled,142314498815.46,Warning: No quote information available at 09/11/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-10-06T15:30:00Z,TYD,0,1259872897,Market,Invalid,0, 
2020-10-06T15:30:00Z,TMF,344.63356252,214632745,Market,Filled,73969647542.797,Warning: No quote information available at 10/06/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-10-06T15:30:00Z,SPY,322.767228896,-448356905,Market,Filled,-144714915783.24,Warning: No quote information available at 10/06/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-10-07T15:30:00Z,TYD,58.762830602,1264368737,Market,Filled,74297885910.796,Warning: No quote information available at 10/07/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-12-11T16:30:00Z,TMF,345.09275556,-214632745,Market,Filled,-74068205405.457,Warning: No quote information available at 12/11/2020 11:00:00 America/New_York, order filled using TradeBar data 
2020-12-11T16:30:00Z,TYD,57.59884011437,-1264368737,Market,Filled,-72826172728.071,Warning: No quote information available at 12/11/2020 10:00:00 America/New_York, order filled using TradeBar data 
2020-12-11T16:30:00Z,SPY,346.572166612,459556211,Market,Filled,159269391726.27,Warning: No quote information available at 12/11/2020 11:00:00 America/New_York, order filled using TradeBar data 
2021-02-26T16:30:00Z,TYD,0,1766804886,Market,Invalid,0, 
2021-02-26T16:30:00Z,TMF,234.93440917,378878344,Market,Filled,89011559894.948,Warning: No quote information available at 02/26/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-02-26T16:30:00Z,SPY,364.622831768,-459556211,Market,Filled,-167564687011.39,Warning: No quote information available at 02/26/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-03-01T16:30:00Z,TYD,51.3787200535,1775051615,Market,Filled,91199880007.598,Warning: No quote information available at 03/01/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-05-21T15:30:00Z,TMF,218.26765329,-378878344,Market,Filled,-82696887027.281,Warning: No quote information available at 05/21/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-05-21T15:30:00Z,TYD,49.45082055331,-1775051615,Market,Filled,-87777758886.228,Warning: No quote information available at 05/20/2021 16:00:00 America/New_York, order filled using TradeBar data 
2021-05-21T15:30:00Z,SPY,399.005097246,439736210,Market,Filled,175456989233.64,Warning: No quote information available at 05/21/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-05-24T15:30:00Z,TMF,0,400588397,Market,Invalid,0, 
2021-05-24T15:30:00Z,TYD,0,1804236579,Market,Invalid,0, 
2021-05-24T15:30:00Z,SPY,401.14812563,-439736210,Market,Filled,-176399356413.14,Warning: No quote information available at 05/24/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-05-25T15:30:00Z,TMF,226.250723395,399165790,Market,Filled,90311548742.037,Warning: No quote information available at 05/25/2021 11:00:00 America/New_York, order filled using TradeBar data 
2021-05-25T15:30:00Z,TYD,50.038489763,1804751673,Market,Filled,90307048114.168,Warning: No quote information available at 05/25/2021 11:00:00 America/New_York, order filled using TradeBar data 
