Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2012-07-30T15:30:00Z,USDJPY,78.191,1,Market,Filled,78.191, 
2012-07-30T15:30:00Z,USDCHF,0.98099,-1,Market,Filled,-0.98099, 
2012-07-30T15:30:00Z,USDJPY,78.191,1,Market,Filled,78.191, 
2012-07-31T15:30:00Z,TQQQ,0,1207452666,Market,Invalid,0, 
2012-07-31T15:30:00Z,USDCHF,0.97522,-1,Market,Filled,-0.97522, 
2012-07-31T15:30:00Z,USDJPY,78.102,1,Market,Filled,78.102, 
2012-07-31T15:30:00Z,USDCHF,0.97522,-1,Market,Filled,-0.97522, 
2012-07-31T15:30:00Z,USDJPY,78.102,1,Market,Filled,78.102, 
2012-08-01T15:30:00Z,TQQQ,0,1181453851,Market,Invalid,0, 
2012-08-01T15:30:00Z,USDCHF,0.97704,-1,Market,Filled,-0.97704, 
2012-08-01T15:30:00Z,USDJPY,78.249,1,Market,Filled,78.249, 
2012-08-01T15:30:00Z,USDCHF,0.97704,-1,Market,Filled,-0.97704, 
2012-08-01T15:30:00Z,USDJPY,78.249,1,Market,Filled,78.249, 
2012-08-02T15:30:00Z,TQQQ,0,1190062007,Market,Invalid,0, 
2012-08-02T15:30:00Z,USDCHF,0.98788,-1,Market,Filled,-0.98788, 
2012-08-02T15:30:00Z,USDJPY,78.226,1,Market,Filled,78.226, 
2012-08-02T15:30:00Z,USDCHF,0.98788,-1,Market,Filled,-0.98788, 
2012-08-02T15:30:00Z,USDJPY,78.226,1,Market,Filled,78.226, 
2012-08-03T15:30:00Z,TQQQ,0,1140722216,Market,Invalid,0, 
2012-08-03T15:30:00Z,USDCHF,0.97336,-1,Market,Filled,-0.97336, 
2012-08-03T15:30:00Z,USDJPY,78.598,1,Market,Filled,78.598, 
2012-08-03T15:30:00Z,USDCHF,0.97336,-1,Market,Filled,-0.97336, 
2012-08-03T15:30:00Z,USDJPY,78.598,1,Market,Filled,78.598, 
2012-08-06T15:30:00Z,TQQQ,0,1136485627,Market,Invalid,0, 
2012-08-06T15:30:00Z,USDCHF,0.96756,-1,Market,Filled,-0.96756, 
2012-08-06T15:30:00Z,USDJPY,78.247,1,Market,Filled,78.247, 
2012-08-06T15:30:00Z,USDCHF,0.96756,-1,Market,Filled,-0.96756, 
2012-08-06T15:30:00Z,USDJPY,78.247,1,Market,Filled,78.247, 
2012-08-07T15:30:00Z,TQQQ,0,1112753167,Market,Invalid,0, 
2012-08-07T15:30:00Z,USDCHF,0.96723,-1,Market,Filled,-0.96723, 
2012-08-07T15:30:00Z,USDJPY,78.662,1,Market,Filled,78.662, 
2012-08-07T15:30:00Z,USDCHF,0.96723,-1,Market,Filled,-0.96723, 
2012-08-07T15:30:00Z,USDJPY,78.662,1,Market,Filled,78.662, 
2012-08-08T15:30:00Z,TQQQ,0,1120445579,Market,Invalid,0, 
2012-08-08T15:30:00Z,USDCHF,0.97199,-1,Market,Filled,-0.97199, 
2012-08-08T15:30:00Z,USDJPY,78.363,1,Market,Filled,78.363, 
2012-08-08T15:30:00Z,USDCHF,0.97199,-1,Market,Filled,-0.97199, 
2012-08-08T15:30:00Z,USDJPY,78.363,1,Market,Filled,78.363, 
2012-08-09T15:30:00Z,TQQQ,0,1104727557,Market,Invalid,0, 
2012-08-09T15:30:00Z,USDCHF,0.97567,-1,Market,Filled,-0.97567, 
2012-08-09T15:30:00Z,USDJPY,78.682,1,Market,Filled,78.682, 
2012-08-09T15:30:00Z,USDCHF,0.97567,-1,Market,Filled,-0.97567, 
2012-08-09T15:30:00Z,USDJPY,78.682,1,Market,Filled,78.682, 
2012-08-10T15:30:00Z,TQQQ,0,1123102333,Market,Invalid,0, 
2012-08-10T15:30:00Z,USDCHF,0.97513,-1,Market,Filled,-0.97513, 
2012-08-10T15:30:00Z,USDJPY,78.189,1,Market,Filled,78.189, 
2012-08-10T15:30:00Z,USDCHF,0.97513,-1,Market,Filled,-0.97513, 
2012-08-10T15:30:00Z,USDJPY,78.189,1,Market,Filled,78.189, 
2012-08-13T15:30:00Z,TQQQ,0,1115212327,Market,Invalid,0, 
2012-08-13T15:30:00Z,USDCHF,0.97229,-1,Market,Filled,-0.97229, 
2012-08-13T15:30:00Z,USDJPY,78.319,1,Market,Filled,78.319, 
2012-08-13T15:30:00Z,USDCHF,0.97229,-1,Market,Filled,-0.97229, 
2012-08-13T15:30:00Z,USDJPY,78.319,1,Market,Filled,78.319, 
2012-08-14T15:30:00Z,TQQQ,0,1063770098,Market,Invalid,0, 
2012-08-14T15:30:00Z,USDCHF,0.97455,-1,Market,Filled,-0.97455, 
2012-08-14T15:30:00Z,USDJPY,78.804,1,Market,Filled,78.804, 
2012-08-14T15:30:00Z,USDCHF,0.97455,-1,Market,Filled,-0.97455, 
2012-08-14T15:30:00Z,USDJPY,78.804,1,Market,Filled,78.804, 
2012-08-15T15:30:00Z,TQQQ,0,1074999156,Market,Invalid,0, 
2012-08-15T15:30:00Z,USDCHF,0.97774,-1,Market,Filled,-0.97774, 
2012-08-15T15:30:00Z,USDJPY,78.872,1,Market,Filled,78.872, 
2012-08-15T15:30:00Z,USDCHF,0.97774,-1,Market,Filled,-0.97774, 
2012-08-15T15:30:00Z,USDJPY,78.872,1,Market,Filled,78.872, 
2012-08-16T15:30:00Z,TQQQ,0,1065661958,Market,Invalid,0, 
2012-08-16T15:30:00Z,USDCHF,0.97146,-1,Market,Filled,-0.97146, 
2012-08-16T15:30:00Z,USDJPY,79.266,1,Market,Filled,79.266, 
2012-08-16T15:30:00Z,USDCHF,0.97146,-1,Market,Filled,-0.97146, 
2012-08-16T15:30:00Z,USDJPY,79.266,1,Market,Filled,79.266, 
2012-08-17T15:30:00Z,TQQQ,0,1044853619,Market,Invalid,0, 
2012-08-17T15:30:00Z,USDCHF,0.97657,-1,Market,Filled,-0.97657, 
2012-08-17T15:30:00Z,USDJPY,79.523,1,Market,Filled,79.523, 
2012-08-17T15:30:00Z,USDCHF,0.97657,-1,Market,Filled,-0.97657, 
2012-08-17T15:30:00Z,USDJPY,79.523,1,Market,Filled,79.523, 
2012-08-20T15:30:00Z,TQQQ,0,1042286049,Market,Invalid,0, 
2012-08-20T15:30:00Z,USDCHF,0.9731,-1,Market,Filled,-0.9731, 
2012-08-20T15:30:00Z,USDJPY,79.374,1,Market,Filled,79.374, 
2012-08-20T15:30:00Z,USDCHF,0.9731,-1,Market,Filled,-0.9731, 
2012-08-20T15:30:00Z,USDJPY,79.374,1,Market,Filled,79.374, 
2012-08-21T15:30:00Z,TQQQ,0,1054029951,Market,Invalid,0, 
2012-08-21T15:30:00Z,USDCHF,0.96228,-1,Market,Filled,-0.96228, 
2012-08-21T15:30:00Z,USDJPY,79.366,1,Market,Filled,79.366, 
2012-08-21T15:30:00Z,USDCHF,0.96228,-1,Market,Filled,-0.96228, 
2012-08-21T15:30:00Z,USDJPY,79.366,1,Market,Filled,79.366, 
2012-08-22T15:30:00Z,TQQQ,0,1079896779,Market,Invalid,0, 
2012-08-22T15:30:00Z,USDCHF,0.96313,-1,Market,Filled,-0.96313, 
2012-08-22T15:30:00Z,USDJPY,79.254,1,Market,Filled,79.254, 
2012-08-22T15:30:00Z,USDCHF,0.96313,-1,Market,Filled,-0.96313, 
2012-08-22T15:30:00Z,USDJPY,79.254,1,Market,Filled,79.254, 
2012-08-23T15:30:00Z,TQQQ,0,1119999750,Market,Invalid,0, 
2012-08-23T15:30:00Z,USDCHF,0.95421,-1,Market,Filled,-0.95421, 
2012-08-23T15:30:00Z,USDJPY,78.373,1,Market,Filled,78.373, 
2012-08-23T15:30:00Z,USDCHF,0.95421,-1,Market,Filled,-0.95421, 
2012-08-23T15:30:00Z,USDJPY,78.373,1,Market,Filled,78.373, 
2012-08-24T15:30:00Z,GLD,161.9,-8001734,Market,Filled,-1295480734.6,Warning: No quote information available at 08/24/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-08-24T15:30:00Z,TQQQ,1.1968995603796,1116550494,Market,Filled,1336398795.4103,Warning: No quote information available at 08/24/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-08-27T15:30:00Z,USDCHF,0.95954,-1,Market,Filled,-0.95954, 
2012-08-27T15:30:00Z,USDJPY,78.668,1,Market,Filled,78.668, 
2012-08-28T15:30:00Z,USDCHF,0.95551,-1,Market,Filled,-0.95551, 
2012-08-28T15:30:00Z,USDJPY,78.511,1,Market,Filled,78.511, 
2012-08-29T15:30:00Z,USDCHF,0.9586,-1,Market,Filled,-0.9586, 
2012-08-29T15:30:00Z,USDJPY,78.739,1,Market,Filled,78.739, 
2012-08-30T15:30:00Z,USDCHF,0.96089,-1,Market,Filled,-0.96089, 
2012-08-30T15:30:00Z,USDJPY,78.558,1,Market,Filled,78.558, 
2012-08-31T15:30:00Z,USDCHF,0.95254,-1,Market,Filled,-0.95254, 
2012-08-31T15:30:00Z,USDJPY,78.308,1,Market,Filled,78.308, 
2012-09-04T15:30:00Z,USDCHF,0.95602,-1,Market,Filled,-0.95602, 
2012-09-04T15:30:00Z,USDJPY,78.398,1,Market,Filled,78.398, 
2012-09-05T15:30:00Z,USDCHF,0.95534,-1,Market,Filled,-0.95534, 
2012-09-05T15:30:00Z,USDJPY,78.324,1,Market,Filled,78.324, 
2012-09-06T15:30:00Z,USDCHF,0.95471,-1,Market,Filled,-0.95471, 
2012-09-06T15:30:00Z,USDJPY,78.975,1,Market,Filled,78.975, 
2012-09-07T15:30:00Z,USDCHF,0.94383,-1,Market,Filled,-0.94383, 
2012-09-07T15:30:00Z,USDJPY,78.083,1,Market,Filled,78.083, 
2012-09-10T15:30:00Z,USDCHF,0.94549,-1,Market,Filled,-0.94549, 
2012-09-10T15:30:00Z,USDJPY,78.301,1,Market,Filled,78.301, 
2012-09-11T15:30:00Z,USDCHF,0.94013,-1,Market,Filled,-0.94013, 
2012-09-11T15:30:00Z,USDJPY,77.804,1,Market,Filled,77.804, 
2012-09-12T15:30:00Z,USDCHF,0.93797,-1,Market,Filled,-0.93797, 
2012-09-12T15:30:00Z,USDJPY,77.872,1,Market,Filled,77.872, 
2012-09-13T15:30:00Z,USDCHF,0.93933,-1,Market,Filled,-0.93933, 
2012-09-13T15:30:00Z,USDJPY,77.439,1,Market,Filled,77.439, 
2012-09-14T15:30:00Z,USDCHF,0.92507,-1,Market,Filled,-0.92507, 
2012-09-14T15:30:00Z,USDJPY,78.336,1,Market,Filled,78.336, 
2012-09-17T15:30:00Z,USDCHF,0.92588,-1,Market,Filled,-0.92588, 
2012-09-17T15:30:00Z,USDJPY,78.811,1,Market,Filled,78.811, 
2012-09-18T15:30:00Z,USDCHF,0.92829,-1,Market,Filled,-0.92829, 
2012-09-18T15:30:00Z,USDJPY,78.622,1,Market,Filled,78.622, 
2012-09-19T15:30:00Z,USDCHF,0.92724,-1,Market,Filled,-0.92724, 
2012-09-19T15:30:00Z,USDJPY,78.275,1,Market,Filled,78.275, 
2012-09-20T15:30:00Z,USDCHF,0.93382,-1,Market,Filled,-0.93382, 
2012-09-20T15:30:00Z,USDJPY,78.245,1,Market,Filled,78.245, 
2012-09-21T15:30:00Z,USDCHF,0.93273,-1,Market,Filled,-0.93273, 
2012-09-21T15:30:00Z,USDJPY,78.16,1,Market,Filled,78.16, 
2012-09-24T15:30:00Z,USDCHF,0.93634,-1,Market,Filled,-0.93634, 
2012-09-24T15:30:00Z,USDJPY,77.88,1,Market,Filled,77.88, 
2012-09-25T15:30:00Z,USDCHF,0.93353,-1,Market,Filled,-0.93353, 
2012-09-25T15:30:00Z,USDJPY,77.88,1,Market,Filled,77.88, 
2012-09-26T15:30:00Z,USDCHF,0.9411,-1,Market,Filled,-0.9411, 
2012-09-26T15:30:00Z,USDJPY,77.781,1,Market,Filled,77.781, 
2012-09-27T15:30:00Z,USDCHF,0.93937,-1,Market,Filled,-0.93937, 
2012-09-27T15:30:00Z,USDJPY,77.703,1,Market,Filled,77.703, 
2012-09-28T15:30:00Z,USDCHF,0.93978,-1,Market,Filled,-0.93978, 
2012-09-28T15:30:00Z,USDJPY,77.801,1,Market,Filled,77.801, 
2012-10-01T15:30:00Z,USDCHF,0.93691,-1,Market,Filled,-0.93691, 
2012-10-01T15:30:00Z,USDJPY,78.066,1,Market,Filled,78.066, 
2012-10-01T15:30:00Z,USDJPY,78.056,-20,Market,Filled,-1561.12, 
2012-10-01T15:30:00Z,USDCHF,0.93691,-20,Market,Filled,-18.7382, 
2012-10-01T15:30:00Z,TQQQ,1.2509818387044,-20,Market,Filled,-25.019636774089,Warning: No quote information available at 10/01/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-10-02T15:30:00Z,USDCHF,0.93527,-1,Market,Filled,-0.93527, 
2012-10-02T15:30:00Z,USDJPY,78.04,1,Market,Filled,78.04, 
2012-10-03T15:30:00Z,USDCHF,0.93755,-1,Market,Filled,-0.93755, 
2012-10-03T15:30:00Z,USDJPY,78.533,1,Market,Filled,78.533, 
2012-10-04T15:30:00Z,USDCHF,0.93167,-1,Market,Filled,-0.93167, 
2012-10-04T15:30:00Z,USDJPY,78.451,1,Market,Filled,78.451, 
2012-10-05T15:30:00Z,USDCHF,0.92831,-1,Market,Filled,-0.92831, 
2012-10-05T15:30:00Z,USDJPY,78.699,1,Market,Filled,78.699, 
2012-10-08T15:30:00Z,USDCHF,0.93371,-1,Market,Filled,-0.93371, 
2012-10-08T15:30:00Z,USDJPY,78.16,1,Market,Filled,78.16, 
2012-10-09T15:30:00Z,USDCHF,0.93876,-1,Market,Filled,-0.93876, 
2012-10-09T15:30:00Z,USDJPY,78.186,1,Market,Filled,78.186, 
2012-10-10T15:30:00Z,USDCHF,0.93865,-1,Market,Filled,-0.93865, 
2012-10-10T15:30:00Z,USDJPY,78.324,1,Market,Filled,78.324, 
2012-10-11T15:30:00Z,USDCHF,0.9348,-1,Market,Filled,-0.9348, 
2012-10-11T15:30:00Z,USDJPY,78.511,1,Market,Filled,78.511, 
2012-10-12T15:30:00Z,USDCHF,0.9321,-1,Market,Filled,-0.9321, 
2012-10-12T15:30:00Z,USDJPY,78.364,1,Market,Filled,78.364, 
2012-10-15T15:30:00Z,USDCHF,0.93393,-1,Market,Filled,-0.93393, 
2012-10-15T15:30:00Z,USDJPY,78.767,1,Market,Filled,78.767, 
2012-10-16T15:30:00Z,USDCHF,0.92826,-1,Market,Filled,-0.92826, 
2012-10-16T15:30:00Z,USDJPY,78.915,1,Market,Filled,78.915, 
2012-10-17T15:30:00Z,USDCHF,0.9228,-1,Market,Filled,-0.9228, 
2012-10-17T15:30:00Z,USDJPY,78.732,1,Market,Filled,78.732, 
2012-10-18T15:30:00Z,USDCHF,0.92334,-1,Market,Filled,-0.92334, 
2012-10-18T15:30:00Z,USDJPY,79.242,1,Market,Filled,79.242, 
2012-10-19T15:30:00Z,USDCHF,0.92775,-1,Market,Filled,-0.92775, 
2012-10-19T15:30:00Z,USDJPY,79.385,1,Market,Filled,79.385, 
2012-10-19T18:00:00Z,TQQQ,1.0771893488067,-1116550474,Market,Filled,-1202736277.9979,Warning: No quote information available at 10/19/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-10-22T15:30:00Z,TQQQ,1.0769867934572,973914062,Market,Filled,1048892582.7362,Warning: No quote information available at 10/22/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-10-23T15:30:00Z,USDCHF,0.93307,-1,Market,Filled,-0.93307, 
2012-10-23T15:30:00Z,USDJPY,79.791,1,Market,Filled,79.791, 
2012-10-24T15:30:00Z,USDCHF,0.93293,-1,Market,Filled,-0.93293, 
2012-10-24T15:30:00Z,USDJPY,79.83,1,Market,Filled,79.83, 
2012-10-25T15:30:00Z,USDCHF,0.93332,-1,Market,Filled,-0.93332, 
2012-10-25T15:30:00Z,USDJPY,80.173,1,Market,Filled,80.173, 
2012-10-26T15:30:00Z,USDCHF,0.9351,-1,Market,Filled,-0.9351, 
2012-10-26T15:30:00Z,USDJPY,79.564,1,Market,Filled,79.564, 
2012-10-31T15:30:00Z,USDCHF,0.9307,-1,Market,Filled,-0.9307, 
2012-10-31T15:30:00Z,USDJPY,79.819,1,Market,Filled,79.819, 
2012-11-01T15:30:00Z,USDCHF,0.93078,-1,Market,Filled,-0.93078, 
2012-11-01T15:30:00Z,USDJPY,80.086,1,Market,Filled,80.086, 
2012-11-02T15:30:00Z,USDCHF,0.93918,-1,Market,Filled,-0.93918, 
2012-11-02T15:30:00Z,USDJPY,80.509,1,Market,Filled,80.509, 
2012-11-05T16:30:00Z,USDCHF,0.94425,-1,Market,Filled,-0.94425, 
2012-11-05T16:30:00Z,USDJPY,80.182,1,Market,Filled,80.182, 
2012-11-06T16:30:00Z,USDCHF,0.94351,-1,Market,Filled,-0.94351, 
2012-11-06T16:30:00Z,USDJPY,80.297,1,Market,Filled,80.297, 
2012-11-07T16:30:00Z,USDCHF,0.94554,-1,Market,Filled,-0.94554, 
2012-11-07T16:30:00Z,USDJPY,79.876,1,Market,Filled,79.876, 
2012-11-08T16:30:00Z,USDCHF,0.94754,-1,Market,Filled,-0.94754, 
2012-11-08T16:30:00Z,USDJPY,79.828,1,Market,Filled,79.828, 
2012-11-08T20:00:00Z,TQQQ,0.96497368516645,-973914062,Market,Filled,-939801441.44356,Warning: No quote information available at 11/08/2012 15:00:00 America/New_York, order filled using TradeBar data 
2012-11-09T16:30:00Z,TQQQ,0.97408867589535,835419674,Market,Filled,813772844.06358,Warning: No quote information available at 11/09/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-11-12T16:30:00Z,USDCHF,0.94798,-1,Market,Filled,-0.94798, 
2012-11-12T16:30:00Z,USDJPY,79.424,1,Market,Filled,79.424, 
2012-11-13T16:30:00Z,USDCHF,0.94741,-1,Market,Filled,-0.94741, 
2012-11-13T16:30:00Z,USDJPY,79.446,1,Market,Filled,79.446, 
2012-11-14T16:30:00Z,USDCHF,0.94598,-1,Market,Filled,-0.94598, 
2012-11-14T16:30:00Z,USDJPY,80.231,1,Market,Filled,80.231, 
2012-11-15T16:30:00Z,TQQQ,0,749482551,Market,Invalid,0, 
2012-11-15T16:30:00Z,USDCHF,0.9412,-1,Market,Filled,-0.9412, 
2012-11-15T16:30:00Z,USDJPY,81.107,1,Market,Filled,81.107, 
2012-11-15T16:30:00Z,TQQQ,0.89833297517069,-835419674,Market,Filled,-750485041.26055,Warning: No quote information available at 11/15/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-11-15T16:30:00Z,GLD,166.13,4093592,Market,Filled,680068438.96,Warning: No quote information available at 11/15/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-11-16T16:30:00Z,TQQQ,0,757388993,Market,Invalid,0, 
2012-11-16T16:30:00Z,USDCHF,0.94788,-1,Market,Filled,-0.94788, 
2012-11-16T16:30:00Z,USDJPY,81.266,1,Market,Filled,81.266, 
2012-11-16T16:30:00Z,USDCHF,0.94788,-1,Market,Filled,-0.94788, 
2012-11-16T16:30:00Z,USDJPY,81.266,1,Market,Filled,81.266, 
2012-11-19T16:30:00Z,TQQQ,0,721163459,Market,Invalid,0, 
2012-11-19T16:30:00Z,USDCHF,0.93974,-1,Market,Filled,-0.93974, 
2012-11-19T16:30:00Z,USDJPY,81.138,1,Market,Filled,81.138, 
2012-11-19T16:30:00Z,USDCHF,0.93974,-1,Market,Filled,-0.93974, 
2012-11-19T16:30:00Z,USDJPY,81.138,1,Market,Filled,81.138, 
2012-11-20T16:30:00Z,TQQQ,0,707849553,Market,Invalid,0, 
2012-11-20T16:30:00Z,USDCHF,0.94116,-1,Market,Filled,-0.94116, 
2012-11-20T16:30:00Z,USDJPY,81.749,1,Market,Filled,81.749, 
2012-11-20T16:30:00Z,USDCHF,0.94116,-1,Market,Filled,-0.94116, 
2012-11-20T16:30:00Z,USDJPY,81.749,1,Market,Filled,81.749, 
2012-11-21T16:30:00Z,TQQQ,0,703594487,Market,Invalid,0, 
2012-11-21T16:30:00Z,USDCHF,0.93934,-1,Market,Filled,-0.93934, 
2012-11-21T16:30:00Z,USDJPY,82.396,1,Market,Filled,82.396, 
2012-11-21T16:30:00Z,USDCHF,0.93934,-1,Market,Filled,-0.93934, 
2012-11-21T16:30:00Z,USDJPY,82.396,1,Market,Filled,82.396, 
2012-11-23T16:30:00Z,TQQQ,0,687298686,Market,Invalid,0, 
2012-11-23T16:30:00Z,USDCHF,0.92953,-1,Market,Filled,-0.92953, 
2012-11-23T16:30:00Z,USDJPY,82.374,1,Market,Filled,82.374, 
2012-11-23T16:30:00Z,USDCHF,0.92953,-1,Market,Filled,-0.92953, 
2012-11-23T16:30:00Z,USDJPY,82.374,1,Market,Filled,82.374, 
2012-11-26T16:30:00Z,TQQQ,0,687771986,Market,Invalid,0, 
2012-11-26T16:30:00Z,USDCHF,0.92856,-1,Market,Filled,-0.92856, 
2012-11-26T16:30:00Z,USDJPY,82.123,1,Market,Filled,82.123, 
2012-11-26T16:30:00Z,USDCHF,0.92856,-1,Market,Filled,-0.92856, 
2012-11-26T16:30:00Z,USDJPY,82.123,1,Market,Filled,82.123, 
2012-11-27T16:30:00Z,TQQQ,0,677565039,Market,Invalid,0, 
2012-11-27T16:30:00Z,USDCHF,0.93137,-1,Market,Filled,-0.93137, 
2012-11-27T16:30:00Z,USDJPY,82.232,1,Market,Filled,82.232, 
2012-11-27T16:30:00Z,USDCHF,0.93137,-1,Market,Filled,-0.93137, 
2012-11-27T16:30:00Z,USDJPY,82.232,1,Market,Filled,82.232, 
2012-11-28T16:30:00Z,TQQQ,0,658586719,Market,Invalid,0, 
2012-11-28T16:30:00Z,USDCHF,0.93209,-1,Market,Filled,-0.93209, 
2012-11-28T16:30:00Z,USDJPY,81.807,1,Market,Filled,81.807, 
2012-11-28T16:30:00Z,USDCHF,0.93209,-1,Market,Filled,-0.93209, 
2012-11-28T16:30:00Z,USDJPY,81.807,1,Market,Filled,81.807, 
2012-11-29T16:30:00Z,TQQQ,0,632360895,Market,Invalid,0, 
2012-11-29T16:30:00Z,USDCHF,0.9276,-1,Market,Filled,-0.9276, 
2012-11-29T16:30:00Z,USDJPY,82.164,1,Market,Filled,82.164, 
2012-11-29T16:30:00Z,USDCHF,0.9276,-1,Market,Filled,-0.9276, 
2012-11-29T16:30:00Z,USDJPY,82.164,1,Market,Filled,82.164, 
2012-11-30T16:30:00Z,TQQQ,0,632359554,Market,Invalid,0, 
2012-11-30T16:30:00Z,USDCHF,0.92639,-1,Market,Filled,-0.92639, 
2012-11-30T16:30:00Z,USDJPY,82.468,1,Market,Filled,82.468, 
2012-11-30T16:30:00Z,USDCHF,0.92639,-1,Market,Filled,-0.92639, 
2012-11-30T16:30:00Z,USDJPY,82.468,1,Market,Filled,82.468, 
2012-12-03T16:30:00Z,TQQQ,0,626841914,Market,Invalid,0, 
2012-12-03T16:30:00Z,USDCHF,0.92451,-1,Market,Filled,-0.92451, 
2012-12-03T16:30:00Z,USDJPY,82.285,1,Market,Filled,82.285, 
2012-12-03T16:30:00Z,USDCHF,0.92451,-1,Market,Filled,-0.92451, 
2012-12-03T16:30:00Z,USDJPY,82.285,1,Market,Filled,82.285, 
2012-12-04T16:30:00Z,TQQQ,0,630989041,Market,Invalid,0, 
2012-12-04T16:30:00Z,USDCHF,0.92604,-1,Market,Filled,-0.92604, 
2012-12-04T16:30:00Z,USDJPY,81.821,1,Market,Filled,81.821, 
2012-12-04T16:30:00Z,USDCHF,0.92604,-1,Market,Filled,-0.92604, 
2012-12-04T16:30:00Z,USDJPY,81.821,1,Market,Filled,81.821, 
2012-12-05T16:30:00Z,TQQQ,0,641568606,Market,Invalid,0, 
2012-12-05T16:30:00Z,USDCHF,0.9273,-1,Market,Filled,-0.9273, 
2012-12-05T16:30:00Z,USDJPY,82.285,1,Market,Filled,82.285, 
2012-12-05T16:30:00Z,USDCHF,0.9273,-1,Market,Filled,-0.9273, 
2012-12-05T16:30:00Z,USDJPY,82.285,1,Market,Filled,82.285, 
2012-12-06T16:30:00Z,TQQQ,0,632595864,Market,Invalid,0, 
2012-12-06T16:30:00Z,USDCHF,0.93131,-1,Market,Filled,-0.93131, 
2012-12-06T16:30:00Z,USDJPY,82.355,1,Market,Filled,82.355, 
2012-12-06T16:30:00Z,USDCHF,0.93131,-1,Market,Filled,-0.93131, 
2012-12-06T16:30:00Z,USDJPY,82.355,1,Market,Filled,82.355, 
2012-12-07T16:30:00Z,TQQQ,0,645768476,Market,Invalid,0, 
2012-12-07T16:30:00Z,USDCHF,0.93435,-1,Market,Filled,-0.93435, 
2012-12-07T16:30:00Z,USDJPY,82.379,1,Market,Filled,82.379, 
2012-12-07T16:30:00Z,USDCHF,0.93435,-1,Market,Filled,-0.93435, 
2012-12-07T16:30:00Z,USDJPY,82.379,1,Market,Filled,82.379, 
2012-12-10T16:30:00Z,TQQQ,0,641226403,Market,Invalid,0, 
2012-12-10T16:30:00Z,USDCHF,0.93347,-1,Market,Filled,-0.93347, 
2012-12-10T16:30:00Z,USDJPY,82.343,1,Market,Filled,82.343, 
2012-12-10T16:30:00Z,USDCHF,0.93347,-1,Market,Filled,-0.93347, 
2012-12-10T16:30:00Z,USDJPY,82.343,1,Market,Filled,82.343, 
2012-12-11T16:30:00Z,TQQQ,0,617102031,Market,Invalid,0, 
2012-12-11T16:30:00Z,USDCHF,0.93261,-1,Market,Filled,-0.93261, 
2012-12-11T16:30:00Z,USDJPY,82.387,1,Market,Filled,82.387, 
2012-12-11T16:30:00Z,USDCHF,0.93261,-1,Market,Filled,-0.93261, 
2012-12-11T16:30:00Z,USDJPY,82.387,1,Market,Filled,82.387, 
2012-12-12T16:30:00Z,TQQQ,0,625190172,Market,Invalid,0, 
2012-12-12T16:30:00Z,USDCHF,0.92887,-1,Market,Filled,-0.92887, 
2012-12-12T16:30:00Z,USDJPY,82.936,1,Market,Filled,82.936, 
2012-12-12T16:30:00Z,USDCHF,0.92887,-1,Market,Filled,-0.92887, 
2012-12-12T16:30:00Z,USDJPY,82.936,1,Market,Filled,82.936, 
2012-12-13T16:30:00Z,TQQQ,0,614179187,Market,Invalid,0, 
2012-12-13T16:30:00Z,USDCHF,0.92334,-1,Market,Filled,-0.92334, 
2012-12-13T16:30:00Z,USDJPY,83.622,1,Market,Filled,83.622, 
2012-12-13T16:30:00Z,USDCHF,0.92334,-1,Market,Filled,-0.92334, 
2012-12-13T16:30:00Z,USDJPY,83.622,1,Market,Filled,83.622, 
2012-12-14T16:30:00Z,TQQQ,0,643792507,Market,Invalid,0, 
2012-12-14T16:30:00Z,USDCHF,0.9216,-1,Market,Filled,-0.9216, 
2012-12-14T16:30:00Z,USDJPY,83.502,1,Market,Filled,83.502, 
2012-12-14T16:30:00Z,USDCHF,0.9216,-1,Market,Filled,-0.9216, 
2012-12-14T16:30:00Z,USDJPY,83.502,1,Market,Filled,83.502, 
2012-12-17T16:30:00Z,TQQQ,0,644316618,Market,Invalid,0, 
2012-12-17T16:30:00Z,USDCHF,0.91784,-1,Market,Filled,-0.91784, 
2012-12-17T16:30:00Z,USDJPY,83.752,1,Market,Filled,83.752, 
2012-12-17T16:30:00Z,USDCHF,0.91784,-1,Market,Filled,-0.91784, 
2012-12-17T16:30:00Z,USDJPY,83.752,1,Market,Filled,83.752, 
2012-12-18T16:30:00Z,TQQQ,0,606966208,Market,Invalid,0, 
2012-12-18T16:30:00Z,USDCHF,0.91315,-1,Market,Filled,-0.91315, 
2012-12-18T16:30:00Z,USDJPY,83.983,1,Market,Filled,83.983, 
2012-12-18T16:30:00Z,USDCHF,0.91315,-1,Market,Filled,-0.91315, 
2012-12-18T16:30:00Z,USDJPY,83.983,1,Market,Filled,83.983, 
2012-12-19T16:30:00Z,TQQQ,0,579495599,Market,Invalid,0, 
2012-12-19T16:30:00Z,USDCHF,0.91179,-1,Market,Filled,-0.91179, 
